line_id,route_id,line_name,route_name
r13792747,r13792746,Thrippoonithura ↔ Medical college (via Bypass),Thrippoonithura → Medical college
r13792775,r13792774,Kozhivettumveli ↔ Kozhivettumveli,Kozhivettumveli → Kozhivettumveli
r13792894,r13792893,Aluva ↔ Chathamma,Aluva → Chathamma
r13792894,r13792892,Aluva ↔ Chathamma,Chathamma → Aluva
r13792943,r13792942,Kakkanad ↔ Manakkakadavu,Kakkanad → Manakkakadavu
r13792943,r13792941,Kakkanad ↔ Manakkakadavu,Manakkakadavu → Kakkanad
r13793165,r13793164,Aluva ↔ Illichuvadu Junction,Aluva → Illichuvadu Junction
r13793165,r13793163,Aluva ↔ Illichuvadu Junction,Illichuvadu Junction → Aluva
r13796243,r13796241,North Paravur ↔ Vypin,Vypin → North Paravur
r13796243,r13796242,North Paravur ↔ Vypin,North Paravur → Vypin
r13810977,r13810975,Thevara ↔ Pukkattupady,Pukkattupady → Thevara
r13810977,r13810976,Thevara ↔ Pukkattupady,Thevara → Pukkattupady
r13812889,r13812888,Ernakulam Boat Jetty ↔ Pizhala,Ernakulam Boat Jetty → Pizhala
r13812889,r13812887,Ernakulam Boat Jetty ↔ Pizhala,Pizhala → Ernakulam Boat Jetty
r13813338,r13813336,Aluva ↔ Thrippoonithura,Thrippoonithura → Aluva
r13813338,r13813337,Aluva ↔ Thrippoonithura,Aluva → Thrippoonithura
r13818643,r13818642,Piravom ↔ Vyttila,Piravom → Vyttila
r13818643,r13818641,Piravom ↔ Vyttila,Vyttila → Piravom
r13825414,r13825412,High Court ↔ Appangad (via Vypin),Appangad → High Court
r13825414,r13825413,High Court ↔ Appangad (via Vypin),High Court → Appangad
r13825425,r13825423,Vyttila ↔ Gonduparambu,Gonduparambu → Vyttila
r13825425,r13825424,Vyttila ↔ Gonduparambu,Vyttila → Gonduparambu
r13825502,r13825501,Perumbavoor ↔ Thevara Ferry,Perumbavoor → Thevara Ferry
r13825502,r13825500,Perumbavoor ↔ Thevara Ferry,Thevara Ferry → Perumbavoor
r13825517,r13825515,Chettibhagam ↔ Kadamakudy,Chettibhagam → Kadamakudy
r13825517,r13825516,Chettibhagam ↔ Kadamakudy,Kadamakudy → Chettibhagam
r13825522,r13825520,Chettibhagam ↔ North Paravur,Chettibhagam → North Paravur
r13825522,r13825521,Chettibhagam ↔ North Paravur,North Paravur → Chettibhagam
r13825532,r13825531,Chettibhagam ↔ Pizhalakkadavu,Chettibhagam → Pizhalakkadavu
r13825532,r13825530,Chettibhagam ↔ Pizhalakkadavu,Pizhalakkadavu → Chettibhagam
r13834627,r13834625,Edachira ↔ Ernakulam South,Edachira → Ernakulam South
r13834627,r13834626,Edachira ↔ Ernakulam South,Ernakulam South → Edachira
r13834680,r13834678,Kumbalangi ↔ Thoppumpady,Kumbalangi → Thoppumpady
r13834680,r13834679,Kumbalangi ↔ Thoppumpady,Thoppumpady → Kumbalangi
r13834697,r13834695,Palarivattom ↔ Wellington Island,Palarivattom → Wellington Island
r13834697,r13834696,Palarivattom ↔ Wellington Island,Wellington Island → Palarivattom
r13834709,r13834707,Ernakulam South ↔ Pukkattupady,Ernakulam South → Pukkattupady
r13834709,r13834708,Ernakulam South ↔ Pukkattupady,Pukkattupady → Ernakulam South
r13834767,r13834765,Ernakulam South ↔ Thevara Ferry,Ernakulam South → Thevara Ferry
r13834767,r13834766,Ernakulam South ↔ Thevara Ferry,Thevara Ferry → Ernakulam South
r13834780,r13834778,Ernakulam South ↔ Thevara Junction,Ernakulam South → Thevara Junction
r13834780,r13834779,Ernakulam South ↔ Thevara Junction,Thevara Junction → Ernakulam South
r13834820,r13834818,Kadamakudy ↔ Pizhalakkadavu,Kadamakudy → Pizhalakkadavu
r13834820,r13834819,Kadamakudy ↔ Pizhalakkadavu,Pizhalakkadavu → Kadamakudy
r13834840,r13834838,Aluva ↔ Muppathadam,Aluva → Muppathadam
r13834840,r13834839,Aluva ↔ Muppathadam,Muppathadam → Aluva
r13834852,r13834850,Aluva ↔ Vattapparambu,Aluva → Vattapparambu
r13834852,r13834851,Aluva ↔ Vattapparambu,Vattapparambu → Aluva
r13835426,r13835425,Chittethukara ↔ Thevara Ferry,Chittethukara → Thevara Ferry
r13835426,r13835424,Chittethukara ↔ Thevara Ferry,Thevara Ferry → Chittethukara
r13835478,r13835476,Aluva ↔ NAD,Aluva → NAD
r13835478,r13835477,Aluva ↔ NAD,NAD → Aluva
r13835644,r13835642,Medical College ↔ Poothotta,Medical College → Poothotta
r13835644,r13835643,Medical College ↔ Poothotta,Poothotta → Medical College
r13835657,r13835655,Aluva ↔ Eloor,Aluva → Eloor
r13835657,r13835656,Aluva ↔ Eloor,Eloor → Aluva
r13837312,r13837311,Aluva ↔ Ernakulam South,Aluva → Ernakulam South
r13837312,r13837310,Aluva ↔ Ernakulam South,Ernakulam South → Aluva
r13837374,r13837372,Chottanikkara ↔ Ponekkara,Chottanikkara → Ponekkara
r13837374,r13837373,Chottanikkara ↔ Ponekkara,Ponekkara → Chottanikkara
r13837511,r13837509,Chittethukara ↔ Perumpadappu,Chittethukara → Perumpadappu
r13837511,r13837510,Chittethukara ↔ Perumpadappu,Perumpadappu → Chittethukara
r13837569,r13837567,Eloor ↔ Poothotta (via Bypass),Eloor → Poothotta
r13837569,r13837568,Eloor ↔ Poothotta (via Bypass),Poothotta → Eloor
r13837630,r13837628,Aluva ↔ Chottanikkara (via Bypass),Aluva → Chottanikkara
r13837630,r13837629,Aluva ↔ Chottanikkara (via Bypass),Chottanikkara → Aluva
r13837791,r13837789,Chottanikkara ↔ Kaloor (via Bypass),Chottanikkara → Kaloor
r13837791,r13837790,Chottanikkara ↔ Kaloor (via Bypass),Kaloor → Chottanikkara
r13837821,r13837819,Kaloor ↔ Thrippoonithura,Kaloor → Thrippoonithura
r13837821,r13837820,Kaloor ↔ Thrippoonithura,Thrippoonithura → Kaloor
r13838046,r13838044,Poothota ↔ Irumpanam,Irumpanam → Poothota
r13838046,r13838045,Poothota ↔ Irumpanam,Poothota → Irumpanam
r13838061,r13838060,Poothota ↔ Perumbavoor,Perumbavoor → Poothota
r13838061,r13838059,Poothota ↔ Perumbavoor,Poothota → Perumbavoor
r13838092,r13838090,Kakkanad ↔ Poothotta,Kakkanad → Poothotta
r13838092,r13838091,Kakkanad ↔ Poothotta,Poothotta → Kakkanad
r13838211,r13838207,Kakkanad ↔ Chellanam,Chellanam → Kakkanad
r13838211,r13838208,Kakkanad ↔ Chellanam,Kakkanad → Chellanam
r13838258,r13838257,Edakochi ↔ Puthukkalavattom,Edakochi → Puthukkalavattom
