stop_point_id,name,latitude,longitude,local_ref,wheelchair,shelter
n9375635721,Kochamukku Junction,10.0013323,76.2238129,,,no
n9375635722,Ambala Kadavu,9.9993205,76.2212789,,,yes
n9375635723,Light House,9.9978701,76.2221018,,,no
n9375635724,Light House,9.9979122,76.2220286,,,no
n9375635725,Naaluvazhi,9.9963962,76.2229472,,,no
n9375635726,Naaluvazhi,9.9964226,76.2228653,,,no
n9375635727,Khadhar Junction,9.9953103,76.2237245,,,no
n9375635728,Khadhar Junction,9.9953489,76.223639,,,no
n9375635729,Paruthichuvadu,9.9939184,76.2246481,,,no
n9375635730,Paruthichuvadu,9.9939434,76.2245489,,,no
n9375635731,Athira,9.9928404,76.2255385,,,no
n9375635732,Athira,9.9928619,76.2254704,,,no
n9375635733,Vaayanashaala,9.9918381,76.2264773,,,no
n9375635734,Vaayanashaala,9.9918723,76.2263853,,,no
n9375635735,Ranga Kala,9.9911516,76.2271372,,,no
n9375635736,Ranga Kala,9.991106,76.2270788,,,no
n9375635737,Ayodhyapuram,9.9896043,76.2286864,,,yes
n9375635738,Ayodhyapuram,9.9896196,76.2286553,,,yes
n9375635739,Priyadarshini Paalam,9.9901558,76.2311752,,,no
n9375635740,Priyadarshini Paalam,9.9901972,76.2312266,,,no
n9375635741,Chellapram,9.9910469,76.234777,,,no
n9375635742,Chellapram,9.9910797,76.234743,,,no
n9375762782,Puthiyakavu Valavu,9.9241907,76.3565033,,,yes
n9375762783,Electricity Shop,9.9015275,76.368531,,,yes
n9375762784,Electricity Shop,9.9013386,76.3684022,,,yes
n9375762789,Manakunnam,9.8602265,76.3825402,,,no
n9376551048,Nedungad Palli,10.0690172,76.2232442,,,no
n9376677880,Sreemoolanagaram Hospital,10.1345338,76.4033823,,,no
n9376677881,Sreemoolanagaram Hospital,10.1345467,76.4034792,,,no
n9376677882,Register Office,10.1359811,76.4071555,,,yes
n9376677883,Register Office,10.1359929,76.4073721,,,no
n9376677884,Shappum Pady,10.1365032,76.4097592,,,no
n9376677885,Shappum Pady,10.1364372,76.4098585,,,no
n9376677886,Manakkapady,10.1346813,76.4165734,,,yes
n9376677887,Manakkapady,10.1346114,76.4166901,,,no
n9376677888,Thattampady,10.1354972,76.4238113,,,no
n9376677889,Thattampady,10.135381,76.4238878,,,yes
n9376677890,Velarampally,10.135423,76.4298999,,,no
n9376677891,Velarampally,10.1353718,76.4298627,,,no
n9376677892,Milumpadi,10.1381851,76.4295781,,,no
n9376677893,Milumpadi,10.1381574,76.4296813,,,no
n9376677894,Kanjoor Palli,10.1415,76.4290101,,,yes
n9376677895,Kanjoor Palli,10.1414155,76.4292508,,,no
n9376677896,Company Pady,10.1584675,76.4294654,,,no
n9376677897,Company Pady,10.1582615,76.4295378,,,no
n9376985896,Children's Park,9.9737483,76.2792805,,,yes
n9379424108,Convent,9.9966218,76.3142565,,,yes
n9379424109,Puthiya Road Bypass Junction,9.9928101,76.3148975,,,yes
n9379424110,Vaishali,9.9877819,76.3157344,,,yes
n9379424111,Geethanjali Junction,9.984085,76.3163915,,,yes
n9379424112,Chalikkavattom,9.9803366,76.3169736,,,yes
n9379471064,C.M.F.R.I,9.987704,76.2717193,,,no
n9379471065,C.M.F.R.I,9.9877357,76.2719205,,,no
n9379471066,Goshree Junction,9.9929857,76.270055,,,no
n9379471067,Goshree Junction,9.9930703,76.2702388,,,no
n9379471068,Bolgatty Palli,9.995412,76.2645605,,,no
n9379471069,Bolgatty Palli,9.9952746,76.2646678,,,no
n9379471070,Ponjikara,9.9972002,76.2642988,,,no
n9379471071,Ponjikara,9.9972458,76.2644243,,,no
n9379471072,Livipuram,9.9999711,76.2634447,,,no
n9379471073,Livipuram,9.9998972,76.2635547,,,no
n9379471074,High School,10.002219,76.2628573,,,no
n9379471075,High School,10.0023062,76.2629753,,,no
n9379471076,Ponnarimangalam,10.0037326,76.262396,,,no
n9379471077,Ponnarimangalam,10.0037775,76.2624872,,,no
n9379471078,Thandassery Ambalam,10.0066544,76.2618712,,,no
n9379471079,Thandassery Ambalam,10.0067681,76.2619427,,,no
n9379471080,Rail,10.009055,76.2613767,,,no
n9379471081,Rail,10.0090867,76.2614813,,,no
n9379471082,Hospital,10.0120926,76.2605721,,,no
n9379471083,Hospital,10.0121428,76.2606874,,,no
n9379471084,Vayanashala,10.0139996,76.2598854,,,no
n9379471085,Vayanashala,10.0141264,76.2601402,,,no
n9379471086,Palli,10.015212,76.2581849,,,no
n9379471087,Palli,10.0153124,76.2581608,,,no
n9379471088,Camp,10.0169223,76.2574325,,,no
n9379471089,Camp,10.016921,76.2575036,,,no
n9379471090,Sisilu Jetty,10.0183446,76.2565005,,,no
n9379471091,Sisilu Jetty,10.0183974,76.2565608,,,no
n9379471092,Panpunji Kadav,10.020113,76.2559761,,,no
n9379471093,Panpunji Kadav,10.0200385,76.2560765,,,no
n9379471094,Souhridam Junction,10.0213743,76.2556493,,,no
n9379471095,Souhridam Junction,10.021427,76.2557079,,,no
n9379471096,Vattekatu Ambalam,10.0228573,76.2553874,,,no
n9379471097,Vattekatu Ambalam,10.0229392,76.2554531,,,no
n9379471098,Panchayath,10.0244526,76.2559694,,,no
n9379471099,Panchayath,10.0243839,76.2560646,,,no
n9379471100,Kurishingal,10.026316,76.2554195,,,no
n9379471101,Kurishingal,10.02639,76.255551,,,no
n9379471102,Padipurakal Kshetram,10.0293244,76.2545586,,,no
n9379471103,Padipurakal Kshetram,10.0294538,76.2547088,,,no
n9379471104,Mulavukadu North,10.0320924,76.2541549,,,no
n9379471105,Mulavukadu North,10.0319405,76.2542997,,,no
n9379471106,Mulavukadu,10.0335041,76.2530109,,,no
n9379471107,Mulavukadu,10.0336097,76.2530686,,,no
n9379961864,Chottanikkara,9.9287377,76.3907088,,,yes
n9379961865,Kizhakke Kotta Junction,9.9450796,76.3490447,,,no
n9380074364,Kaloor,9.9968938,76.2913263,,,no
n9381236855,Deshabhimani,9.9980455,76.2962253,,,yes
n9381236856,Pulinchodu,10.0986398,76.3473174,,,no
n9385131256,Idukki Junction,10.0843597,76.3142816,,,no
n9385292339,Town Hall,10.1099846,76.3589442,,,yes
n9385536951,Manjanakkad,10.0466813,76.2319797,,,
n9385536952,Kallumadom Ambalam,10.0468959,76.2284231,,,no
n9385536953,Kallumadom Ambalam,10.0470465,76.2283078,,,no
n9385536954,Convent Road Junction,10.0458791,76.2207064,,,no
n9385536955,Convent Road Junction,10.0457972,76.220862,,,no
n9385536956,Society Pady,10.0452321,76.2180456,,,no
n9385536957,Society Pady,10.0451053,76.2181073,,,no
n9385571966,Pothenvava,10.0210454,76.2303074,,,no
n9385571967,Pothenvava,10.0209714,76.2302551,,,no
n9385571968,Karthedam,10.0218945,76.2334429,,,no
n9385571969,Karthedam,10.0220345,76.2336119,,,no
n9385571970,Supplyco,10.0241621,76.2331371,,,no
n9385571971,Supplyco,10.0243813,76.2331478,,,no
n9385571972,Kappela,10.0256174,76.2327804,,,no
n9385571973,Kappela,10.0256993,76.2326744,,,no
n9385571974,Government Arts Collage,10.028458,76.23134,,,no
n9385571975,Government Arts Collage,10.0286324,76.2312421,,,no
n9385571976,Government Higher Secondary School,10.0304416,76.2307352,,,no
n9385571977,Government Higher Secondary School,10.0301821,76.2307412,,,no
n9385571978,Kapela,10.0307427,76.2322406,,,yes
n9385571979,Kapela,10.030812,76.2322265,,,yes
n9385571980,Pukkaad,10.0308351,76.2392619,,,no
n9385571987,Malippuram,10.0206922,76.2250581,,,no
n9385571988,Malippuram,10.0207098,76.2250119,,,no
n9385633257,Chittoor Ferry,10.0381659,76.2700154,,,no
n9385633258,Chittoor Ferry,10.0381178,76.2699463,,,no
n9385633259,Kolarikkal Kurishu Palli,10.0377546,76.2723698,,,no
n9385633260,Kolarikkal Kurishu Palli,10.0377256,76.2723497,,,no
n9385930530,Shanmugapuram,10.0044141,76.2769188,,,no
n9388068945,Statue Junction,9.9449871,76.346384,,,no
n9388068946,Hill Palace,9.9521466,76.3614956,,,no
n9388068947,Ambalamugal Ambalam,9.9555255,76.361517,,,no
n9388068948,Ambalamugal Ambalam,9.9557184,76.3615465,,,no
n9388068949,Kollanpady,9.9564872,76.3656074,,,no
n9388068950,Chitrapuzha,9.9592426,76.3674876,,,yes
n9388068951,PDPP,9.9669829,76.377688,,,no
n9388068952,PDPP,9.9669301,76.3774654,,,no
n9388068953,Cochin Refinery,9.9692865,76.3786563,,,no
n9388068954,HOC,9.9708768,76.3810462,,,no
n9388068955,Jwalagiri,9.9753412,76.3813519,,,no
n9388068956,Kuzhikkad,9.9777399,76.3850668,,,no
n9388068957,Ambalamedu Post Office,9.9834537,76.3893664,,,yes
n9388068958,Harimattam Ambalam,9.9857017,76.3923517,,,yes
n9388068959,FACT Club,9.9841643,76.3953263,,,yes
n9388068963,ESI,9.9861534,76.3973138,,,no
n9388068964,ESI,9.9861349,76.3971555,,,no
n9388068965,Karimugal,9.9890994,76.3994213,,,no
n9388068966,Karimugal,9.9890479,76.399416,,,no
n9388068967,Carbon Company,9.9918644,76.3979253,,,no
n9388068968,Carbon Company,9.9917138,76.3978797,,,no
n9388068969,Chakku Company,9.994572,76.3967156,,,no
n9388068970,Pallimugal,9.995793,76.3945467,,,yes
n9388068971,Pallimugal,9.9957717,76.394508,,,no
n9388068972,Padathikara,10.0012311,76.3942762,,,no
n9388068973,Post Office,10.0040192,76.3982351,,,no
n9388068974,Post Office,10.0040205,76.3980567,,,no
n9388068975,Peringala Junction,10.0056753,76.3995709,,,no
n9388068976,Peringala Junction,10.0056067,76.3994689,,,no
n9388068977,Ambalapady,10.0117901,76.4018601,,,no
n9388068978,Ambalapady,10.0117149,76.4018896,,,no
n9388068979,Morakkala Church,10.0175271,76.4021029,,,no
n9388068980,Morakkala,10.0201293,76.4021225,,,no
n9388068981,Morakkala,10.0199771,76.4023027,,,no
n9388068984,Pallikkara Health,10.0231676,76.4025843,,,no
n9388068985,Pallikkara Health,10.0231227,76.4026246,,,no
n9388068986,Pallikkara,10.025179,76.4037175,,,no
n9388068987,Pallikkara,10.0250099,76.4038033,,,no
n9388068988,Achappan Kavala,10.0306978,76.4081351,,,no
n9388068989,Maavinchuvadu,10.0338157,76.4067954,,,no
n9388068990,Maavinchuvadu,10.0338712,76.4068806,,,no
n9388068991,Kizhakkambalam,10.0366867,76.4071172,,,no
n9388068992,Twenty 20 Nagar,10.039312,76.4049219,,,no
n9388068993,Thamarachal,10.0424048,76.4037457,,,no
n9388068994,Thamarachal,10.0423651,76.4036183,,,no
n9388068995,Pazhanganad Aspathri,10.044449,76.3971394,,,no
n9388068996,Pazhanganad Aspathri,10.0443724,76.3969772,,,yes
n9388068997,Kappela Pady,10.0465235,76.3941018,,,no
n9388068998,Kappela Pady,10.0464404,76.3940589,,,no
n9388068999,Shapum Pady,10.0485664,76.3932288,,,no
n9388069000,Shapum Pady,10.0484925,76.3931644,,,no
n9388069001,North Pazhangad,10.0507288,76.3942889,,,no
n9388069002,North Pazhangad,10.0507545,76.3943674,,,no
n9388069003,Ashan Pady,10.0558141,76.3950513,,,no
n9388069004,Ashan Pady,10.0557837,76.3950131,,,no
n9388069005,Pukkattupady,10.0594025,76.3954476,,,no
n9388069006,Wire Ropes Junction,10.0620818,76.3953068,,,no
n9388069007,Ashari Pady,10.0642886,76.3928886,,,no
n9388069008,Ashari Pady,10.0642929,76.392827,,,no
n9388069009,Kunjattukara,10.0653755,76.3899759,,,no
n9388069010,NAD Kavala,10.0696233,76.3857893,,,yes
n9388069011,Edathala Panchayath,10.0720111,76.3814617,,,no
n9388069012,Edathala Panchayath,10.0719389,76.3814548,,,no
n9388069013,Malayil Palli,10.0748254,76.3796125,,,no
n9388069014,Malayil Palli,10.0747422,76.3795653,,,no
n9388069015,Thaikavu Junction,10.0764721,76.3790026,,,no
n9388069016,Thaikavu Junction,10.0765617,76.3790511,,,no
n9388102317,SOS,10.077835,76.3773145,,,no
n9388102318,Ettekar Pally,10.0815652,76.3749116,,,yes
n9388127563,Thamarappady,10.1093683,76.2448552,,,no
n9388127564,Thamarappady,10.1092973,76.244769,,,no
n9388127565,Chemmayam Junction,10.1013865,76.2505657,,,no
n9388127566,Chemmayam Junction,10.1012739,76.2505477,,,no
n9388127567,Konnan Kulangara,10.0975721,76.2526019,,,no
n9388127568,Konnan Kulangara,10.0974685,76.2525189,,,no
n9388127569,Sreenarayana Temple,10.0943795,76.2537963,,,no
n9388127570,Sreenarayana Temple,10.0942004,76.2537756,,,no
n9394082286,Village Office,10.1190798,76.2467032,,,no
n9394082287,Village Office,10.1189682,76.2465948,,,no
n9394082288,Alakkada Temple,10.1134836,76.2481485,,,no
n9394082289,Alakkada Temple,10.1135289,76.2479941,,,no
n9394082290,Block Padi,10.1162001,76.2475474,,,no
n9394082291,Block Padi,10.1163003,76.24737,,,no
n9394082292,Chemmayam Paalam,10.090749,76.2576156,,,no
n9394082293,Chemmayam Paalam,10.0908064,76.2575236,,,no
n9394082294,Thevarkad,10.0915107,76.2615595,,,no
n9394082295,Thevarkad,10.0914508,76.2615552,,,no
n9394204438,Kadamakkudy,10.0641665,76.2465927,,,
n9394204440,Puthuserry,10.0653681,76.2589704,,,no
n9394204441,Puthuserry,10.065409,76.2589402,,,no
n9394204442,Thundathum Kadavu,10.0671471,76.264409,,,no
n9394204443,Thundathum Kadavu,10.0672099,76.2643818,,,no
n9394204449,Semithery,10.0688551,76.2685711,,,no
n9394204450,Semithery,10.068898,76.2685671,,,no
n9394204451,chennur Kavala,10.0676581,76.2690867,,,no
n9394204452,chennur Kavala,10.0676416,76.2690177,,,no
n9394204457,Palli,10.0696982,76.2701254,,,no
n9394204458,Palli,10.0697266,76.2700523,,,no
n9394204459,Manorama Agency,10.0736549,76.2690519,,,no
n9394204460,Manorama Agency,10.073647,76.2691136,,,no
n9394204463,Durga Devi Temple,10.0755906,76.2695456,,,no
n9394204464,Durga Devi Temple,10.0756175,76.2695515,,,no
n9394204465,Panchayath,10.0759313,76.2714816,,,no
n9394204466,Panchayath,10.0759333,76.2713749,,,no
n9394319527,Kottayil Kovilakam,10.1685432,76.2502202,,,no
n9394319528,Kottayil Kovilakam,10.1685699,76.2501924,,,no
n9394319529,Kottayil Kovilakam Kotta,10.1661699,76.2491753,,,no
n9394319530,Kottayil Kovilakam Kotta,10.1662949,76.2491027,,,no
n9394319531,Convent,10.165675,76.2486284,,,no
n9394319532,Convent,10.1657107,76.2485312,,,no
n9394319533,St Mary's,10.1653484,76.2467947,,,no
n9394319534,St Mary's,10.165379,76.2466741,,,no
n9394319535,Kunnath Thali Ambalam,10.1651673,76.2449298,,,no
n9394319536,Kunnath Thali Ambalam,10.1651954,76.2448041,,,no
n9394319537,Kongini ambalam,10.1674659,76.2449208,,,no
n9394319538,Kongini ambalam,10.1675807,76.244843,,,no
n9394319539,Holy Cross Church,10.1701573,76.2443441,,,no
n9394319540,Holy Cross Church,10.1702989,76.2442974,,,no
n9394319541,Kottattal Bhagavathy Temple,10.1701758,76.2410741,,,no
n9394319542,Kottattal Bhagavathy Temple,10.1702128,76.2410531,,,no
n9394319543,Shappumpady,10.17023,76.2382947,,,no
n9394319544,Shappumpady,10.1702689,76.2382299,,,no
n9394319545,Balamuruga Temple,10.1709399,76.2366651,,,no
n9394319546,Balamuruga Temple,10.1709182,76.2367027,,,no
n9394319547,Karippayi Kadavu,10.1726268,76.2365141,,,yes
n9394319548,Karippayi Kadavu,10.1727295,76.2364124,,,yes
n9394319549,Paliyam Kavala,10.1722964,76.2334739,,,yes
n9394319550,Paliyam Kavala,10.1723487,76.2335776,,,yes
n9394319551,Bharanimukku,10.1690272,76.2344316,,,no
n9394319552,Die House,10.164652,76.2331032,,,no
n9394319553,Die House,10.1647183,76.2330255,,,no
n9394319554,Karimpadam,10.1619018,76.2332199,,,no
n9394319555,Karimpadam,10.1620038,76.2330838,,,no
n9394319556,Karimbadam,10.160528,76.2339028,,,no
n9394319557,Karimbadam,10.1604566,76.2338458,,,no
n9394319558,Kumaramangalam,10.1569614,76.2339845,,,no
n9394319559,Kumaramangalam,10.1570188,76.233886,,,no
n9394319560,Paliyam Road,10.1537009,76.2339611,,,no
n9394319561,Paliyam Road,10.1537558,76.2338743,,,no
n9394319562,Chendamangalam Junction,10.1498785,76.2349435,,,yes
n9394328260,Hospital Junction,10.041481,76.2189891,,,yes
n9394328261,Appangad,10.0389951,76.228629,,,no
n9394328262,Appangad,10.0389739,76.228578,,,no
n9394328263,Kizhakke Appangad,10.0435365,76.2270847,,,no
n9394328264,Kizhakke Appangad,10.0435814,76.227021,,,no
n9396280906,Mundamveli,9.9240094,76.256237,,,no
n9396280907,Mundamveli,9.92395,76.2562047,,,no
n9396280908,Don Bosco Lane,9.9263515,76.2550637,,,no
n9396280909,Don Bosco Lane,9.926413,76.2549539,,,no
n9396280910,St Louis Chapel,9.9276822,76.2544459,,,no
n9396280911,St Louis Chapel,9.9277172,76.254363,,,no
n9396280912,Navy Nagar,9.9296479,76.2535837,,,no
n9396280913,Navy Nagar,9.9296745,76.2534911,,,no
n9396280914,Illichuvadu,9.9322509,76.2526871,,,no
n9396280915,Illichuvadu,9.9322636,76.2527527,,,no
n9396704605,Haritha,10.0413549,76.4169422,,,yes
n9396704606,Haritha,10.0414183,76.4164808,,,yes
n9396704607,Saras,10.0419016,76.4184,,,yes
n9396704608,Saras,10.0420086,76.4184308,,,yes
n9396704609,PoomalaKutty,10.0630299,76.4426833,,,yes
n9396704610,PoomalaKutty,10.0631725,76.4427021,,,yes
n9396704611,KadhaliKunnu,10.0633045,76.4453977,,,yes
n9396704612,KadhaliKunnu,10.0634339,76.445336,,,yes
n9396704613,Company Pady,10.0863908,76.4672283,,,yes
n9396704614,Company Pady,10.086218,76.4673318,,,yes
n9396704615,Ettekar Pally,10.0816876,76.3747618,,,yes
n9396704616,SOS,10.0779403,76.3770068,,,no
n9396713817,Kizhakkambalam,10.0364529,76.4078414,,,yes
n9396713818,Sevana Padi,10.0402925,76.4136511,,,no
n9396713819,Kitex,10.0471733,76.4238328,,,no
n9396713820,Vilangu,10.0505776,76.4274672,,,
n9396713821,Thaikavu,10.0532945,76.431573,,,yes
n9396713822,West Chelakkulam,10.0551109,76.4357585,,,no
n9396713823,Perumbavoor Town,10.1149559,76.4734979,,,no
n9396713824,Lakshmi Pady,10.1102096,76.4753956,,,no
n9396713826,Lakshmi Pady,10.1104182,76.4752132,,,no
n9396713827,Pathipalam,10.1075347,76.4754894,,,no
n9396713828,Pathipalam,10.1076033,76.4753661,,,no
n9396713829,Akashavani,10.105372,76.4752775,,,no
n9396713830,Akashavani,10.105008,76.4750809,,,no
n9396713831,Thottappadan Padi,10.1015812,76.4748678,,,no
n9396713832,Thottappadan Padi,10.1016408,76.4747033,,,no
n9396713834,Allapra,10.0975428,76.4744527,,,no
n9396713835,Allapra,10.0976216,76.4743412,,,no
n9396713836,Allapra Kurish Junction,10.0954927,76.4718624,,,yes
n9396713837,Allapra Kurish Junction,10.0956169,76.4719221,,,no
n9396713838,Marble Junction,10.0919324,76.4696261,,,no
n9396713839,Marble Junction,10.0918268,76.4694236,,,yes
n9396713840,Vengola Junction,10.0834147,76.4660078,,,no
n9396713841,Vengola Junction,10.0835467,76.4658925,,,no
n9396713842,Grama Panchayath Pady,10.0805244,76.4664558,,,no
n9396713843,Grama Panchayath Pady,10.0805679,76.4663082,,,no
n9396713844,Onamkulam,10.0744399,76.4642684,,,no
n9396713845,Onamkulam,10.0746446,76.4643516,,,yes
n9396713846,Meprathupady,10.0687475,76.4633417,,,no
n9396713847,Meprathupady,10.0688161,76.4631674,,,no
n9396713850,Arakkupady,10.0603889,76.4599031,,,no
n9396713851,Arakkapady,10.0604682,76.4597784,,,no
n9396713852,Plavinchuvadu,10.061165,76.4542313,,,no
n9396713853,Plavinchuvadu,10.0611538,76.4540686,,,no
n9396713854,Valiyakulam,10.0650991,76.4475334,,,yes
n9396713855,Valiyakullam,10.0652278,76.4475871,,,yes
n9396713856,Kavungalparambu,10.0576361,76.4366813,,,no
n9396713857,Kavungalparambu,10.0579146,76.4367149,,,yes
n9396713858,West Chelakkulam,10.055224,76.4357275,,,no
n9396713859,Thaikavu,10.0534503,76.4316495,,,no
n9396713860,Vilangu Schoolpadi,10.052359,76.4299911,,,no
n9396713861,Ambalapady,10.0491593,76.4249526,,,no
n9396713862,Kitex,10.0472432,76.4237791,,,no
n9396713863,Kizhakkambalam,10.0364503,76.4080882,,,yes
n9396833469,Shree Narayanapuram Temple,9.831754,76.2977153,,,no
n9396833470,Shree Narayanapuram Temple,9.8317936,76.2978306,,,no
n9396833471,Kumbhalangi Ferry,9.8484747,76.2947045,,,no
n9396833472,Vadakkath Pally,9.8417483,76.2958659,,,no
n9396833473,Vadakkath Pally,9.8416671,76.2957761,,,no
n9396833474,Malikapady,9.8394491,76.2961797,,,no
n9396833475,Malikapady,9.8393044,76.2960657,,,no
n9396833476,Kumarapuram Temple,9.8368063,76.2965613,,,no
n9396833477,Kumarapuram Temple,9.8366802,76.2963635,,,no
n9396833478,Ezhupunna,9.8254244,76.298115,,,no
n9396833479,Ezhupunna,9.8252949,76.2982517,,,no
n9397262121,Edayar,10.0872953,76.3033855,,,yes
n9398242998,Thevara Ferry,9.9260468,76.3040654,,,yes
n9398242999,Thevara Ferry,9.9260772,76.3041928,,,yes
n9398243000,Colony Pady,9.9280468,76.3019532,,,yes
n9398243001,Colony Pady,9.9281393,76.3020283,,,no
n9398243002,Shanthi Nagar,9.9325766,76.2990584,,,yes
n9398243003,Shanthi Nagar,9.9326756,76.2991121,,,no
n9398243004,Mamanji Mukk,9.9363282,76.2973398,,,no
n9398243005,Mamanji Mukk,9.9363655,76.2973743,,,no
n9398243006,S H College,9.9381842,76.2967819,,,yes
n9398243007,S H College,9.938307,76.2968074,,,no
n9398243008,Mattamal Junction,9.9429621,76.2948306,,,no
n9398446489,Changampuzha Park,10.0162692,76.3016863,,,no
n9398446490,Madam Junction,10.0198416,76.3005926,,,no
n9398760096,Hospital Junction,10.075044,76.4598951,,,yes
n9398760097,Hospital Junction,10.0750724,76.4599454,,,yes
n9398760098,Palayikkunnu,10.0753206,76.458666,,,no
n9398760099,Palayikkunnu,10.0753906,76.4586076,,,no
n9398760104,Millumpadi,10.0748235,76.4545662,,,no
n9398760105,Millumpadi,10.0748717,76.4546004,,,no
n9398760108,Alinchuvadu,10.074117,76.4499642,,,yes
n9398760109,Alinchuvadu,10.0741666,76.4498958,,,yes
n9398760112,Shalem School,10.073408,76.4480679,,,no
n9398760113,Shalem School,10.0734482,76.4480799,,,no
n9398760115,Thottam,10.0702686,76.4484595,,,no
n9398760116,Thottam,10.0702343,76.4483562,,,no
n9398832020,Eecharan Kavala,10.0671603,76.4477554,,,no
n9398832021,Eecharan Kavala,10.0672158,76.4476924,,,no
n9398832043,Poomala,10.0632048,76.4403321,,,no
n9398832044,Poomala,10.0632929,76.4402742,,,no
n9398832045,Oottimattom,10.0622191,76.4376904,,,no
n9398832046,Oottimattom,10.0622732,76.4376723,,,no
n9398832065,Canal Vandu,10.0597313,76.4376341,,,yes
n9398832066,Canal Vandu,10.0597749,76.4375603,,,no
n9398832067,Vacherippara,10.044208,76.4207865,,,no
n9398832068,Vacherippara,10.0442753,76.4206959,,,no
n9398832069,Chittanadu,10.026559,76.3988453,,,yes
n9398832070,Chittanadu,10.0266752,76.3989767,,,yes
n9398832071,Wonderla,10.0282322,76.3933817,,,no
n9398832072,Pallithazham,10.0295515,76.3897714,,,no
n9398832073,Manakkakadavu Toll,10.0293891,76.3856314,,,yes
n9398832074,Manakkakadavu,10.0306793,76.3778939,,,no
n9398832075,Manakkakadavu,10.0307275,76.377967,,,no
n9398832076,Bible College,10.0306054,76.3755476,,,no
n9398832077,Bible College,10.0307295,76.3757032,,,no
n9398832078,Vikas Vani,10.030645,76.3713714,,,yes
n9398832079,Vikas Vani,10.0307216,76.3710952,,,yes
n9398832080,Vayanashala,10.0266831,76.3696039,,,no
n9398832081,Vayanashala,10.0268073,76.3694912,,,no
n9398832083,Millumpadi,10.0251486,76.3650978,,,no
n9398832084,Millumpadi,10.0253097,76.3652077,,,no
n9398832089,Navodaya,10.0271648,76.3598376,,,yes
n9398832090,Navodaya,10.0272587,76.3597319,,,yes
n9398832091,Pallathupadi,10.0248019,76.3568599,,,no
n9398832092,Pallathupadi,10.0247795,76.3566672,,,no
n9398832093,Athani,10.0209869,76.3528211,,,no
n9398832094,Athani,10.0209522,76.352791,,,no
n9398832095,Shappumpady,10.0180559,76.3510543,,,no
n9398832096,Shappumpady,10.0181034,76.3510947,,,no
n9398832097,Kakkanad District Hospital,10.0179519,76.3456725,,,
n9399129070,Kakkanad Civil Station,10.0173975,76.3449554,,,
n9399129071,Akashavani Junction,10.0129933,76.3417676,,,no
n9399129072,Irumpanam Puthiya Road,9.9566734,76.3584793,,,yes
n9399129073,Irumpanam,9.9587176,76.3584036,,,yes
n9399129074,Irumpanam,9.9588719,76.3582261,,,yes
n9399129075,Makaliyam,9.9623664,76.357717,,,yes
n9399129076,Post Office,9.9668919,76.3572915,,,yes
n9399129077,Post Office,9.9665911,76.3572523,,,yes
n9399129078,Manakkapady,9.9695223,76.3565422,,,yes
n9399129079,Manakkapady,9.9693578,76.3564352,,,yes
n9399129080,Kadathu Kadavu,9.975195,76.3546996,,,no
n9399129081,Vettikkavu,9.9768967,76.3538218,,,no
n9399129082,BPCL,9.9793162,76.353023,,,yes
n9399129083,Indian Oil,9.9825713,76.3526914,,,yes
n9399129084,Thrikathra,9.985325,76.3521954,,,no
n9399129085,Traco Cable Company,9.9871197,76.3521353,,,no
n9399129086,Taco Cable Company,9.98695,76.3519604,,,no
n9399129087,Rajagiri,9.9954494,76.3514846,,,yes
n9399129088,Chittethukara Bus Stand,9.9979234,76.3507007,,,yes
n9399129089,Chittethukara,10.0017787,76.3494032,,,no
n9399129091,Adarsha Junction,10.0038844,76.3471776,,,no
n9399129092,CSEZ,10.0064772,76.3450786,,,no
n9399129093,Eechamukk,10.0097475,76.3429248,,,yes
n9399129094,Eechamukk,10.0095752,76.3428021,,,yes
n9399129096,Kakkanad Civil Station,10.0174012,76.344888,,,
n9399354514,Lavanya,10.0165386,76.3523871,,,no
n9399354515,Infopark First Gate,10.0144276,76.3643878,,,yes
n9399354516,Infopark First Gate,10.0144275,76.3641979,,,yes
n9399375017,Shappumpady,10.0176612,76.3511489,,,no
n9399375018,Shappumpady,10.0175978,76.351169,,,no
n9399375019,Lavanya,10.0164746,76.3523445,,,no
n9399375020,Kuzhikattumoola Palli,10.0155633,76.3544702,,,no
n9399375021,Kuzhikkattumoola,10.0156577,76.3566669,,,no
n9399375022,Kuzhikkattumoola,10.0155983,76.3566347,,,no
n9399375023,Kusumagiri,10.0158737,76.3578048,,,no
n9399375024,Kusumagiri,10.0159021,76.3576553,,,no
n9399375025,Kurish,10.0163227,76.3602114,,,no
n9399375026,Kurish,10.0162633,76.3601591,,,no
n9399375060,Infopark,10.0152584,76.3635168,,,yes
n9399375061,InfoPark Main Gate,10.0112132,76.3658986,,,no
n9399375062,InfoPark Main Gate,10.0110674,76.3657665,,,no
n9399375063,Kinfra,10.0070638,76.3669823,,,no
n9399375064,Kinfra,10.0069607,76.3668733,,,no
n9399375065,InfoPark Second Gate,10.0035711,76.3705556,,,no
n9399375066,InfoPark Second Gate,10.0035284,76.3705383,,,no
n9399435796,Chullampadi,10.0202384,76.4081579,,,no
n9399435797,Chullampadi,10.0202939,76.4081144,,,no
n9399435798,Ghandi Road,10.0199604,76.4109924,,,no
n9399435799,Ghandi Road,10.0198977,76.4109233,,,no
n9399435800,Vayalar Pady,10.0203824,76.414669,,,no
n9399435801,Vayalar Pady,10.0204213,76.4145885,,,no
